city_id,x,y,reward
248,31693.493,88440.3006,16
249,32239.8647,88188.6341,32
250,33817.329,87210.2814,29
251,31037.6794,88023.3324,9
252,31465.1653,88254.4557,44
253,32480.1376,85718.8431,3
254,33340.1108,86630.2625,76
255,34757.0342,87972.8143,71
256,32682.075,85906.3494,30
257,31729.6006,86336.9078,76
258,32293.7536,85924.4006,29
259,31807.6532,87232.2094,1
260,31597.1074,85913.5566,10
261,33678.9937,86968.0519,91
262,30763.7991,88074.7222,81
263,31782.1003,87844.1695,8
264,32209.033,88094.1857,30
265,30921.8505,88200.5598,9
266,32156.5383,85643.5592,5
267,31090.7338,88228.0622,43
268,31540.1611,87515.5464,10
269,34083.7078,86428.3186,66
270,34807.3116,86772.7774,31
271,33914.5508,87576.6817,36
272,32579.0219,86070.5198,86
273,30485.7508,87806.6569,63
274,31235.7293,85722.7118,28
275,31878.2162,85449.6627,70
276,34777.3105,87673.0846,17
277,32913.7387,87992.518,93
278,31407.1125,85894.1078,74
279,31608.5002,85429.9374,74
280,34938.6964,87771.4177,61
281,33978.1533,86015.8052,32
282,33740.1099,87418.0611,61
283,33593.7158,86857.2146,53
284,33159.0078,87340.834,25
285,33254.8366,86883.0455,13
286,32485.1379,88069.4649,13
287,33642.8814,85867.4659,85
288,33065.4037,88251.1431,56
289,30382.9771,88238.3363,46
290,31164.6193,85909.3821,55
291,31757.9353,88089.7308,53
292,32282.6476,85236.6056,60
293,34660.9244,87694.4746,94
294,33981.7697,87033.3373,7
295,31434.8881,86423.2925,87
296,32175.9754,86823.5932,84
297,33879.266,85919.1356,83
298,32032.9338,85383.2732,13
299,33467.6085,87031.1058,8
300,32411.5266,86146.6313,52
301,33831.2152,87028.3338,94
302,33279.2796,86345.5327,44
303,33327.6113,86359.1446,14
304,32647.9085,86369.6957,32
305,31560.1632,88419.1872,25
306,34283.1488,86187.4777,25
307,31831.5453,85949.673,69
308,33759.8291,87183.3349,58
309,33168.4522,85557.4543,18
310,33800.381,86942.2201,55
311,32155.9811,85842.1747,24
312,33708.4442,87469.4504,36
313,32855.6806,86122.4682,60
314,32292.922,85692.1733,32
315,32146.8198,85073.8206,10
316,31048.7933,85304.9326,57
317,34755.0895,86955.2847,71
318,30683.8013,88149.1685,13
319,30694.3566,88164.7246,7
320,33821.4894,86718.6038,84
321,34299.2624,86698.0523,70
322,34668.9794,87309.4649,2
323,33690.1097,87889.1877,12
324,33035.3989,85822.7391,97
325,34802.032,87178.3489,31
326,32087.9265,87910.289,22
327,32456.8081,85189.6611,53
328,32817.9083,88054.1868,63
329,32294.5899,85477.4461,62
330,33813.1594,86994.4438,28
331,33913.1618,88080.5871,52
332,30706.3007,88106.1117,8
333,33728.4348,86731.6582,22
334,34102.0403,86009.9724,49
335,32428.1952,88376.4211,1
336,34174.8208,86843.6124,50
337,31713.7695,88296.9594,34
338,33174.0113,88107.5261,59
339,32018.4837,86080.791,37
340,31397.6664,86156.8937,55
341,32831.238,85763.5692,90
342,31310.1719,85712.9908,94
343,33849.5444,86660.5469,72
344,31320.4471,86004.387,85
345,31920.7064,86406.3574,92
346,33052.8992,85639.6783,63
347,32327.6432,85669.6732,20
348,30607.6926,88255.2828,25
349,32350.9732,87641.9503,38
350,34605.9254,86983.3417,28
351,30400.7542,88148.8893,8
352,34170.1005,87605.8559,75
353,32517.6361,87836.402,95
354,34484.2628,87949.7595,70
355,34028.1608,88170.0368,8
356,34326.2018,85507.7381,96
357,32639.2977,86149.6894,41
358,33131.7869,85473.0072,8
359,31763.4884,87710.5544,7
360,31511.0008,85653.5497,75
361,33802.3269,87053.6114,62
362,30452.1417,88241.948,65
363,31000.4595,87036.0774,68
364,33223.7275,87165.5521,21
365,33948.1614,87566.6824,8
366,33151.2286,86873.045,66
367,33711.7729,87101.1105,11
368,33462.8858,86961.382,24
369,31647.6648,85673.8302,9
370,32438.4696,86449.6961,77
371,31223.2313,85390.4889,9
372,34326.203,86161.3667,87
373,34232.3163,86123.5868,31
374,34173.7065,86323.5926,52
375,32491.5274,88391.4221,16
376,32264.8668,85784.1194,73
377,31492.1084,86364.9582,32
378,33782.8821,87018.6103,75
379,32915.1252,85599.9541,77
380,34713.4241,86487.7669,6
381,31120.455,85671.6002,80
382,31845.1569,85896.0607,11
383,34610.9183,85916.92,54
384,31276.2797,86241.8949,85
385,34249.2643,86820.5569,75
386,32828.1849,85174.9407,73
387,31128.5084,86129.388,67
388,31093.2339,87062.7469,41
389,31665.7132,86696.6394,34
390,34809.5319,87649.4725,27
391,34002.5979,85968.582,86
392,34183.1536,86793.6109,92
393,33940.9314,86457.2078,41
394,31475.7245,85465.7698,31
395,33344.8388,87789.4586,34
396,32635.4093,86034.4079,51
397,31716.8319,85372.1595,17
398,32318.194,86775.2598,86
399,31665.4439,85375.2147,83
400,34073.7075,86155.8093,39
401,30763.5213,88126.946,59
402,31667.6646,85656.3304,41
403,31414.6108,86067.7243,97
404,30414.3646,87597.7615,10
405,33922.8835,87617.2389,2
406,34928.9743,86973.8959,59
407,34977.586,86723.6099,80
408,34064.8206,85609.9619,73
409,32152.9207,87071.9319,13
410,32538.7448,86314.9712,10
411,33256.2293,87792.2362,69
412,33808.4373,87010.5552,28
413,31215.7325,85276.8769,65
414,32155.4284,85496.6116,34
415,32734.8509,86618.0364,17
416,32690.4114,88126.1339,45
417,32762.0721,86101.9112,9
418,31289.6182,88387.2373,32
419,31969.315,87202.4875,48
420,33415.6743,88216.6992,37
421,31891.2717,85145.4876,21
422,33645.6587,85912.4671,57
423,31039.9013,85847.435,70
424,32840.6848,87887.5145,91
425,34332.3178,86758.888,39
426,31433.4994,86956.9176,79
427,33990.6543,85905.8026,84
428,32056.5386,87874.1765,68
429,34792.5827,85909.9775,2
430,31044.6244,85537.4334,86
431,34626.7509,85790.2497,71
432,32796.2413,85183.8297,39
433,31251.8384,86645.516,85
434,31168.2301,88064.1685,14
435,34803.1445,86876.9481,18
436,31563.7726,87076.6462,34
437,31419.3334,87005.2519,15
438,33378.7278,87885.5735,14
439,34581.4814,86972.508,96
440,34803.1447,86832.502,71
441,34255.3741,86688.0519,20
442,32804.849,86594.1473,35
443,31049.0678,86618.2881,37
444,32695.4075,86050.2424,78
445,34368.4295,86908.616,27
446,34246.2043,85493.2927,92
447,32078.2004,86891.9272,44
448,32459.8585,87593.8938,27
449,33145.6725,86405.8112,88
450,32480.6909,86409.9732,82
451,33579.2812,88141.6964,34
452,30483.2523,88293.0616,65
453,33642.0484,86855.8264,63
454,34642.5913,87140.5702,33
455,34784.2544,87393.9114,7
456,32489.5795,86351.6385,12
457,31032.1259,85411.0442,82
458,31440.7208,86303.2883,55
459,32248.752,87235.5483,36
460,33018.1788,85350.2251,6
461,34019.82,86550.5453,1
462,34918.1431,86681.3861,43
463,31301.8391,85625.2128,99
464,33644.2735,87092.4982,17
465,34536.7602,87485.3028,82
466,34769.8032,85694.4152,34
467,32450.4141,86261.0799,21
468,32149.3111,87523.0557,95
469,33945.1067,87503.3467,57
470,31978.7603,86430.8032,71
471,34661.4801,86582.7701,91
472,32109.59,86352.1904,55
473,33355.1117,87006.3823,72
474,34873.6901,85590.2443,2
475,34799.81,87677.251,15
476,32600.1325,86017.1849,10
477,30406.5868,87683.5974,89
478,34785.9209,87528.637,20
479,31862.3735,86842.7575,70
480,32437.0805,86598.0337,5
481,33161.2303,85538.8426,48
482,32648.1893,87883.3475,75
483,34086.2088,85461.9021,71
484,32243.2014,85709.673,19
485,31984.5929,86578.5856,56
486,32341.536,85021.5983,17
487,32997.8999,85826.9056,6
488,33422.6123,85555.2333,40
489,32086.5336,86829.9816,47
490,31594.6038,87408.8776,6
491,33529.272,86826.3796,46
492,31301.2839,88364.4588,27
493,30462.4189,88168.89,88
494,34033.9868,86587.2134,32
495,33801.2187,87663.3483,86
496,33613.1598,86836.6589,14
497,34563.4272,87842.2568,46
498,31714.5996,87411.3791,100
499,32989.8462,85288.5564,72
500,34059.8191,86433.8744,53
501,31403.4993,86206.6178,80
502,32537.0789,85974.6831,96
503,31342.6719,88407.7946,20
504,33730.9382,85433.8442,31
505,31817.9315,86311.075,21
506,34296.2028,85493.293,23
507,31788.4881,87727.2221,53
508,34088.4356,88012.2546,4
509,33618.4371,86801.6582,23
510,32006.8132,86966.928,95
511,33998.7084,86245.256,43
512,31083.2326,86106.8864,53
513,31406.8339,86484.1273,86
514,33148.45,86289.4192,95
515,32911.2351,86607.4817,32
516,34014.5436,86746.9414,35
517,33660.1033,86812.7702,21
518,31556.5503,86823.3063,90
519,31876.2633,86272.7411,14
520,32207.3646,87437.4979,49
521,34268.426,85556.9057,5
522,32868.1857,88305.0321,61
523,31032.9572,85863.8242,29
524,30888.5182,88270.2846,26
525,31296.5591,87735.549,59
526,34453.428,86928.0617,45
527,31637.1028,86741.9175,40
528,31877.0975,88321.4089,30
529,33516.4976,87146.664,29
530,32631.2445,87779.4559,4
531,34893.6969,87082.5113,85
532,34872.5886,86643.0512,25
533,32785.1305,85173.8293,52
534,33204.2828,86958.3248,43
535,33957.043,85932.4698,36
536,32128.7646,85176.8793,9
537,31664.6032,86171.3444,99
538,33750.9408,87218.0576,36
539,32721.7975,85507.7283,45
540,34259.8189,86753.3322,83
541,32563.7458,85781.0675,66
542,33643.7155,85785.7971,52
543,32573.4666,86013.2956,87
544,34115.9328,86863.6124,69
545,31279.6149,85993.5526,43
546,31336.8355,87425.8186,4
547,33320.1178,87902.7962,15
548,33649.275,87208.0559,34
549,31722.9352,86118.2882,23
550,31582.6597,87583.6039,75
551,31994.872,86201.0733,34
552,33457.6125,85320.7827,5
553,31007.9621,85211.5985,14
554,34528.6985,86253.3163,77
555,34354.2597,86436.6533,56
556,33926.2095,86508.3205,45
557,33620.6611,86971.3844,94
558,31577.1053,87130.8145,41
559,34670.9245,86843.6136,56
560,31829.5972,86617.7517,78
561,31779.5997,87760.0006,66
562,33325.9456,86936.1027,15
563,34703.4244,86550.5468,50
564,33960.937,87880.5817,74
565,30246.0361,87700.8193,25
566,34701.7558,86375.8201,33
567,34115.6568,87010.8391,6
568,34277.32,87828.6423,91
569,33060.3978,85933.0202,56
570,31074.8994,86166.3325,1
571,31406.562,85137.1526,67
572,34226.488,87621.4133,69
573,31402.3886,87331.3723,88
574,34453.1528,88061.4285,93
575,32284.0304,88277.2492,95
576,32527.9114,87286.3861,95
577,34142.3235,87988.6438,86
578,31643.7745,85808.277,26
579,32743.466,88269.196,47
580,34060.6545,86767.498,56
581,34534.8088,85993.5881,9
582,34787.8665,86954.729,86
583,32239.3139,85526.0578,43
584,31181.5628,88051.6681,80
585,32286.5322,85848.8433,41
586,33231.2267,85867.1859,85
587,31357.3901,86374.9559,16
588,31594.0492,87134.7038,93
589,33343.9995,86438.0357,39
590,32443.1913,87215.5502,65
591,34855.6441,86750.8323,40
592,32270.7034,85275.7733,86
593,34562.8707,87415.3011,53
594,33892.6003,86757.773,42
595,33577.8825,86831.1027,52
596,32625.687,86673.0373,90
597,34882.3042,85815.8081,38
598,32184.0315,86580.2533,71
599,34880.0865,86969.7293,17
600,32340.1384,87203.882,25
601,31351.284,85342.1559,54
602,31632.383,88336.6833,86
603,31360.7243,86469.6811,49
604,33167.3398,87067.2163,87
605,34485.3675,86380.2634,96
606,31913.485,86211.9059,23
607,31666.5482,86073.2852,79
608,34038.1528,86453.3194,73
609,34424.534,86262.204,39
610,33447.0522,86231.6421,52
611,30354.6444,88130.2777,71
612,34543.1495,87708.9202,1
613,32239.3069,86748.5917,39
614,31156.5648,85731.3225,37
615,34242.3167,86278.5909,27
616,33959.5437,86690.5497,56
617,32793.1828,86673.316,75
618,32259.5879,87900.2914,78
619,34639.258,87191.6834,84
620,33868.4403,87266.395,42
621,32892.3461,86153.3028,60
622,31572.9379,87426.0999,57
623,32194.0325,86244.6876,57
624,34537.0358,86534.7122,87
625,31911.8267,85148.8211,28
626,32025.9839,87876.9538,66
627,34327.0425,87926.4233,61
628,31082.6803,85372.9886,95
629,31937.3732,88302.2428,22
630,34332.3165,86560.269,85
631,34890.363,87538.6362,11
632,33838.7195,87422.5084,37
633,33824.5436,86478.3185,66
634,34724.25,85972.4787,85
635,32636.2421,86326.639,82
636,32222.3733,85005.2077,80
637,33988.4309,86420.2624,43
638,32269.8632,86357.1916,12
639,34201.2061,85729.4102,97
640,34200.9283,86296.9248,31
641,34827.3088,87435.0232,87
642,34055.9299,86183.5878,40
643,33259.0053,87340.2786,29
644,33827.8839,87740.0186,26
645,32834.5732,85229.6647,19
646,34312.317,86598.6038,4
647,33774.2717,87058.8886,6
648,34704.5355,86618.8826,32
649,34311.759,86167.4777,61
650,34234.2615,86343.038,79
651,32523.1895,86701.3707,99
652,33297.6123,86352.7553,10
653,31604.3267,86612.7469,59
654,31271.281,86094.6672,54
655,30506.8623,88233.8925,81
656,31782.3793,88455.5805,74
657,34034.5413,86145.2534,25
658,30670.4684,88158.0576,92
659,30622.6917,87911.9384,90
660,32644.8557,87851.6801,50
661,34890.9191,87663.6385,64
662,32886.2364,85811.6265,52
663,34397.8666,85577.4627,32
664,33831.2185,87277.5053,19
665,32386.8067,87898.0699,84
666,33130.6772,87846.9594,89
667,32126.2648,85072.1536,1
668,34297.8726,86556.1022,97
669,31786.5442,86164.1245,99
670,31504.8862,88247.2334,14
671,32705.4074,86002.1854,100
672,30326.5894,87531.0923,55
673,34033.4314,86616.659,29
674,32835.9607,85586.0643,23
675,33901.7737,87551.9582,90
676,31060.7351,87127.4705,67
677,34156.2063,85951.0823,60
678,32979.8441,86033.578,7
679,33587.0574,87984.4675,72
680,32619.0212,85948.5721,32
681,34102.5972,85534.4042,16
682,32937.0672,86109.1353,59
683,33945.0988,85918.0249,18
684,31282.6718,85825.4924,60
685,33679.5499,87030.5532,86
686,34862.8637,87537.5253,68
687,34826.7543,87763.3635,72
688,34905.3627,87383.0768,77
689,31299.063,85344.3778,41
690,31402.6711,85414.3794,97
691,34190.3727,85456.9026,57
692,31640.1603,88259.4569,79
693,30815.4643,88158.0583,93
694,32378.4735,85862.7339,65
695,33372.8885,86920.8249,55
696,32468.1977,85079.1016,71
697,34872.3079,87559.4701,58
698,34811.4763,87618.6386,21
699,34789.5323,87616.6944,96
700,32121.2569,87566.6681,61
701,32028.7593,88328.3577,58
702,34318.148,86240.2573,34
703,34690.9189,86124.7038,97
704,32016.5399,87958.3444,32
705,33370.9509,87992.2442,82
706,34272.8716,86284.147,36
707,30497.9733,88170.0013,99
708,34232.3159,85531.0715,100
709,31657.6665,85269.1013,67
710,34725.0896,87072.7895,63
711,34389.818,86911.6719,81
712,31336.5577,87185.5331,31
713,34990.6391,87153.3469,36
714,34752.03,86162.2051,57
715,32129.589,86485.8058,10
716,31409.8926,85467.4358,92
717,33582.6044,86805.5466,37
718,33040.9578,88020.2983,31
719,34969.2501,87371.1316,35
720,32581.2455,85749.1225,43
721,33563.9929,86654.7094,41
722,34347.5966,87765.0308,70
723,32711.7957,86389.1412,11
724,30412.9759,87436.9228,18
725,31758.22,85469.3844,20
726,33833.4346,86801.3841,30
727,32168.7554,88282.5251,50
728,31257.1162,87708.6035,89
729,34281.4815,85673.2979,20
730,32846.7953,85209.942,91
731,33500.9433,87248.61,28
732,32150.4229,88177.7985,9
733,34067.0409,86133.031,54
734,33688.7161,86998.0528,53
735,32787.6312,88028.9075,43
736,32604.3008,85593.2854,70
737,31329.6135,86648.8515,60
738,32583.1897,87736.6769,54
739,33907.5992,86615.2685,8
740,31985.9821,86490.5275,27
741,33572.8815,86601.0971,54
742,32879.0138,86660.8162,50
743,31297.6707,87087.7517,99
744,34544.5376,86996.398,75
745,34250.6539,86886.1147,90
746,34322.8691,85642.7418,3
747,31581.551,88300.0143,98
748,31783.4963,85555.7751,74
749,31116.0136,85273.8214,49
750,33324.5569,86982.2148,62
751,31840.7077,87545.2737,1
752,31167.3956,86142.7226,46
753,33308.7247,87075.2724,39
754,33767.8777,85936.3575,97
755,33088.4533,87147.496,50
756,31965.7145,85214.9343,54
757,31716.5455,86263.8492,69
758,31542.6623,86986.0877,96
759,33619.8253,86706.6559,95
760,34430.6492,86705.2748,70
761,31468.2243,85562.9929,78
762,32040.428,86031.6227,29
763,34520.0868,86000.2548,63
764,34171.7623,85789.9672,29
765,31035.7372,85393.2663,35
766,30515.7499,87917.4931,56
767,31932.6508,86294.1315,63
768,30399.6424,87776.1001,4
769,31024.9032,87454.7029,50
770,32186.5341,86040.5135,44
771,34862.3089,87728.64,86
772,32057.094,87814.1751,87
773,33880.0984,86009.9711,52
774,31492.9456,85695.7718,93
775,30461.0293,87799.1566,22
776,34743.6938,85920.5331,60
777,34367.313,86167.4786,17
778,32439.0296,85364.1111,80
779,34538.7047,87283.3533,69
780,30836.8527,88184.4479,4
781,33577.8859,87148.8871,51
782,33203.4492,86861.656,76
783,31542.384,86714.97,73
784,31844.6003,85961.0623,85
785,33817.8858,87325.2837,4
786,31166.8422,87526.3747,11
787,32298.4737,87540.2797,83
788,34176.7623,86401.929,55
789,32154.875,85094.3768,18
790,33380.952,88141.6955,60
791,31606.8274,87895.5565,24
792,34286.204,86127.7542,7
793,31830.9858,87093.8737,34
794,34363.7045,86510.2669,49
795,33669.5503,87045.831,42
796,31917.9315,86005.509,28
797,31379.8894,87428.3194,59
798,33136.5136,88297.5341,42
799,34785.9237,86536.1023,44
800,34851.4782,86572.2154,98
801,31493.7742,87374.4308,49
802,31507.107,87388.3203,36
803,33496.7771,85541.0666,97
804,31813.4871,86463.5805,54
805,32077.0977,85522.1667,33
806,30370.477,87610.8172,11
807,32099.5897,87367.4944,61
808,33563.4478,88081.4159,3
809,31634.0496,88313.3487,96
810,32527.0818,88335.8644,70
811,33048.7315,86759.4307,7
812,32951.7897,86645.2607,45
813,33537.3284,86940.5491,29
814,32077.9224,86993.5961,84
815,32241.5312,88271.693,9
816,34036.4859,86004.4163,100
817,32512.0848,85090.769,84
818,31825.4369,85778.5574,6
819,31734.8782,86394.688,97
820,32550.9698,88106.9665,4
821,32825.1282,85444.1158,32
822,34628.425,86880.2819,26
823,33333.723,86916.6579,3
824,34472.0365,86569.7136,80
825,33957.3201,86039.4168,20
826,32933.7338,86345.8083,31
827,33748.1576,86808.6048,17
828,33869.8295,88102.8093,61
829,34118.708,85622.1846,86
830,34597.3145,87014.4541,15
831,31971.2682,85524.6654,73
832,32060.9803,86365.2461,28
833,34142.3179,86289.4244,60
834,33769.2744,87241.114,90
835,32362.6393,86101.9068,33
836,32399.3049,86106.9075,99
837,32289.8616,87052.4889,48
838,31578.494,86848.0298,22
839,33670.9369,86856.1047,78
840,34935.0847,87140.2912,78
841,32093.758,88163.0745,96
842,34254.8193,86784.7222,92
843,32060.1458,86701.3673,15
844,34088.7087,86617.2148,100
845,34541.4827,87653.6408,21
846,34147.0397,86130.5312,40
847,31064.6228,88025.555,14
848,32670.9636,86717.4832,75
849,34698.7016,86956.9515,4
850,32250.4214,87949.7371,40
851,32112.9257,87988.0691,74
852,31315.4506,85454.1013,87
853,34596.2032,87428.3569,49
854,33959.8211,86639.4367,51
855,31987.9272,88336.6906,92
856,30732.1333,88100.2784,26
857,34388.7033,86424.7085,10
858,32811.7961,85244.665,76
859,32579.8554,85984.1283,89
860,32469.3027,86161.9103,81
861,31552.9426,85867.7211,32
862,33359.2769,86737.2095,14
863,33980.6587,87818.358,90
864,34205.0965,86641.1053,99
865,32839.8507,87736.3992,39
866,31335.1716,85605.2133,88
867,33545.3906,87801.4047,77
868,32008.2068,87901.9541,16
869,34757.3106,87559.749,73
870,34351.4856,87784.198,6
871,34347.3191,87806.9762,45
872,34203.9842,86384.7062,69
873,32556.5221,86319.1382,55
874,34279.2641,86855.5582,85
875,34131.4864,86681.9397,48
876,33533.9939,86799.1568,9
877,30317.9784,87706.3754,65
878,32546.2457,87677.5082,83
879,33191.7822,86299.4197,44
880,33454.8324,87153.6081,2
881,34918.6975,86855.8363,54
882,34478.1502,86995.0091,63
883,32897.6272,87764.7333,14
884,33715.1058,87076.1101,56
